ED_ID,Electoral Division Name (English),GAEILGE,CONTAE,COUNTY,PROVINCE,GUID,CENTROID_X,CENTROID_Y,AREA,ESRI_OID,Shape__Area,Shape__Length
268014,BALLYGALL D,Baile Gall D,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d0a-13a3-e055-000000000001,714331.69,738145.1,433485.58,2235,433485.5769,2619.424063
268109,NORTH DOCK C,An Duga Thuaidh C,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1db5-13a3-e055-000000000001,716679.93,734936.18,606240.52,2238,606240.5242,3488.445487
268067,FINGLAS SOUTH B,Fionnghlas Theas B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d6e-13a3-e055-000000000001,713371.85,738226.65,999311.64,2263,999311.6365,4896.839346
268124,RAHENY-FOXFIELD,Ráth Eanaigh-Gort an tSionnaigh,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dcf-13a3-e055-000000000001,722498.16,738641.43,584670.85,2268,584670.8459,3255.700315
268087,KILMORE D,An Choill Mhór D,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d96-13a3-e055-000000000001,719304.76,739362.78,519875.75,2269,519875.7509,3318.131123
268141,ROYAL EXCHANGE B,An Malartán Ríoga B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1ded-13a3-e055-000000000001,715689.03,733613.53,221348.38,2274,221348.3818,2114.852181
268024,BEAUMONT D,Beaumont D,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d22-13a3-e055-000000000001,718622.27,738239.5,466633.68,2295,466633.6829,2761.363449
267023,BLACKROCK-NEWPARK,An Charraig Dhubh-An Pháirc Nua,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cc1-13a3-e055-000000000001,721874.27,727856.22,502861.49,2300,502861.4863,3067.202386
268137,RATHMINES WEST F,Ráth Maonais Thiar F,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1de9-13a3-e055-000000000001,715096.1,731414.99,434474.19,2305,434474.1907,2913.496781
267104,LUSK,Lusca,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1ddf-13a3-e055-000000000001,720336.1,755098.1,42725435.82,2307,42725435.81,52860.78472
267107,NEWCASTLE,An Caisleán Nua,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1de2-13a3-e055-000000000001,701078.5,728698.89,32126695.18,2323,32126695.18,28715.33754
267122,SHANKILL-SHANGANAGH,Seanchill-Seangánach,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e19-13a3-e055-000000000001,725955.29,720823.16,2977420.17,2330,2977420.17,8105.839986
267060,DALKEY HILL,Cnoc Dheilginse,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d1d-13a3-e055-000000000001,726517.45,726135.94,1212966.29,2395,1212966.288,5690.181909
268080,INNS QUAY A,Cé na nÓstaí A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d88-13a3-e055-000000000001,715429.26,735922.9,317296.19,2399,317296.1904,2559.830102
268043,CLONTARF EAST C,Cluain Tarbh Thoir C,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d45-13a3-e055-000000000001,719650.95,736419.5,827774.66,2409,827774.664,4195.820707
267064,DALKEY-COLIEMORE,Deilginis-An Choill Mhór,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d37-13a3-e055-000000000001,726777.37,726840.26,497034.26,2429,497034.2625,4375.230557
267010,BALLINTEER-MARLEY,Baile an tSaoir-Marlaigh,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e27-13a3-e055-000000000001,715364.22,726583.5,1326307.75,2430,1326307.746,6400.164665
268055,CRUMLIN E,Cromghlinn E,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d62-13a3-e055-000000000001,712095.07,732382.1,377031.01,2459,377031.0071,2807.895966
267077,DUN LAOGHAIRE-WEST CENTRAL,Dún Laoghaire Láir Thiar,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d59-13a3-e055-000000000001,724083.44,728671.87,474487.67,2469,474487.6657,4543.844456
267028,BLANCHARDSTOWN-BLAKESTOWN,Baile Bhlainséir-Baile an Bhlácaigh,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cc6-13a3-e055-000000000001,704404.81,739450.32,7873486.98,2473,7873486.98,14126.12753
267020,BLACKROCK-CARYSFORT,An Charraig Dhubh-Dún Carúin,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cbe-13a3-e055-000000000001,721054.99,727721.38,1305633.78,2476,1305633.78,5198.016282
267118,RUSH,An Ros,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e15-13a3-e055-000000000001,725905.96,754515.83,6770909.71,2478,6770909.711,15265.21856
267036,CABINTEELY-GRANITEFIELD,Cábán tSíle-Gort an Eibhir,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1ce1-13a3-e055-000000000001,724007.55,725513.27,570424.52,2490,570424.5209,3300.744062
268112,PEMBROKE EAST C,Peambróg Thoir C,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1db8-13a3-e055-000000000001,719261.06,731776.66,876969.17,2494,876969.1681,5833.735438
268064,FINGLAS NORTH B,Fionnghlas Thuaidh B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d6b-13a3-e055-000000000001,712689.49,739451,648699.4,2506,648699.4045,3483.137402
267074,DUN LAOGHAIRE-SALLYNOGGIN WEST,Dún Laoghaire-An Naigín Thiar,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d41-13a3-e055-000000000001,723568.83,727094.21,613421.36,2522,613421.3578,3519.563654
268077,HARMONSTOWN B,Baile Hearman B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d85-13a3-e055-000000000001,720392.19,738266.98,575426.26,2525,575426.2604,3791.184712
267110,PORTMARNOCK NORTH,Port Mearnóg Thuaidh,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1de5-13a3-e055-000000000001,724222.31,744249.04,1042973.15,2540,1042973.146,5378.318241
267117,RATHFARNHAM VILLAGE,Ráth Fearnáin (Sráidbhaile),Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e04-13a3-e055-000000000001,714665.8,729116.07,781416.4,2547,781416.3981,4764.944214
267089,FOXROCK-DEANS GRANGE,Carraig an tSionnaigh-Gráinseach an Déin,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d7b-13a3-e055-000000000001,721745.62,726941.88,1009511.79,2553,1009511.787,4125.361218
267042,CHURCHTOWN-CASTLE,Baile an Teampaill-An Caisleán,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cf7-13a3-e055-000000000001,715346.6,728709.53,848653.96,2562,848653.9554,4640.624475
267147,TALLAGHT-SPRINGFIELD,Tamhlacht-Achadh an Tobair,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1ccf-13a3-e055-000000000001,708019.74,727954.21,2096146.32,2577,2096146.315,6758.983757
267049,CLONDALKIN-DUNAWLEY,Cluain Dolcáin-Dún Amhlaoibh,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cfe-13a3-e055-000000000001,704726.78,731598.34,4742358.79,2582,4742358.79,10613.17603
268047,CLONTARF WEST B,Cluain Tarbh Thiar B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d49-13a3-e055-000000000001,718875.71,737586.01,394917.95,2591,394917.9512,3146.089695
267125,STILLORGAN-KILMACUD,Stigh Lorgan-Cill Mochuda,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1ca1-13a3-e055-000000000001,718858.44,727503.15,917870.04,2612,917870.0436,4067.676791
268038,CHERRY ORCHARD A,Gort na Silíní A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d30-13a3-e055-000000000001,707970.95,733351.22,981590.44,2620,981590.4448,4389.092709
268019,BALLYMUN E,Baile Munna E,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d0f-13a3-e055-000000000001,714941.07,739427.02,354460.04,2633,354460.044,2887.249675
268102,MERCHANTS QUAY E,Cé na gCeannaithe E,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1da5-13a3-e055-000000000001,714634.24,732764.6,227057.46,2671,227057.4624,2250.558011
268005,ARRAN QUAY E,Cé Árann E,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cef-13a3-e055-000000000001,713990.78,735056.78,264397.57,2672,264397.5739,2590.024527
267019,BLACKROCK-BOOTERSTOWN,An Charraig Dhubh-Baile an Bhóthair,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e38-13a3-e055-000000000001,719840.84,729935.29,790976.08,2677,790976.0757,4260.858527
267030,BLANCHARDSTOWN-CORDUFF,Baile Bhlainséir-An Chorr Dhubh,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cc8-13a3-e055-000000000001,708075.32,740101.62,1448681.67,2681,1448681.668,5976.929734
268110,PEMBROKE EAST A,Peambróg Thoir A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1db6-13a3-e055-000000000001,720484.82,733606.35,2143076.67,2695,2143076.667,14749.38224
268049,CLONTARF WEST D,Cluain Tarbh Thiar D,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d4b-13a3-e055-000000000001,717862.49,736227.45,821414.14,2700,821414.1436,5104.171714
267053,CLONDALKIN VILLAGE,Cluain Dolcáin,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d02-13a3-e055-000000000001,704979.28,730296.57,6036367.76,2802,6036367.755,11846.37895
268052,CRUMLIN B,Cromghlinn B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d4e-13a3-e055-000000000001,712872.73,732640.72,747783.52,2803,747783.524,3619.10807
268089,KILMORE B,An Choill Mhór B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d98-13a3-e055-000000000001,718361.36,739794.35,479218.3,2805,479218.2981,3046.428315
267085,FIRHOUSE-BALLYCULLEN,Teach na Giúise-Baile Uí Chuilinn,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d61-13a3-e055-000000000001,712294.91,726060.73,2845633.11,2817,2845633.114,7921.099439
268159,WHITEHALL C,An Halla Bán C,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e0b-13a3-e055-000000000001,716666.43,739559.08,734105.86,2823,734105.8589,4064.600814
268071,GRANGE A,An Ghráinseach A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d7f-13a3-e055-000000000001,721559.74,740501.08,1673551.61,2848,1673551.606,5927.691995
268114,PEMBROKE EAST E,Peambróg Thoir E,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dba-13a3-e055-000000000001,718405.88,732136.93,1195197.71,2852,1195197.714,4783.39288
267093,HOLLYWOOD,An Choill Naofa,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d94-13a3-e055-000000000001,714171.77,759820.96,30052062.55,2876,30052062.55,37685.17427
268115,PEMBROKE WEST A,Peambróg Thiar A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dbb-13a3-e055-000000000001,717702.98,733335.68,637297.44,2888,637297.4372,3504.750449
267032,BLANCHARDSTOWN-MULHUDDART,Baile Bhlainséir-Mullach Eadrad,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cdd-13a3-e055-000000000001,707507.36,740756.02,1836908.14,2891,1836908.144,5511.819332
267015,BALLYBRACK,An Baile Breac,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e34-13a3-e055-000000000001,724558.71,724707.51,608773.07,2900,608773.0713,3741.087188
267121,SHANKILL-RATHSALLAGH,Seanchill-Ráth Salach,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e18-13a3-e055-000000000001,726369.67,724477.23,1089000.33,2904,1089000.327,6636.15728
267045,CHURCHTOWN-ORWELL,Baile an Teampaill-Orwell,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cfa-13a3-e055-000000000001,715935.67,729353.3,955949.94,2905,955949.9408,4540.156295
267005,BALGRIFFIN,Baile Ghrífín,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e22-13a3-e055-000000000001,720054.8,742546.92,10373717.5,2914,10373717.5,16675.44025
268016,BALLYMUN B,Baile Munna B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d0c-13a3-e055-000000000001,714855.51,740397.66,663420.77,2940,663420.7719,3575.318289
268092,KIMMAGE C,Camaigh C,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d9b-13a3-e055-000000000001,714165.67,731903.63,938149.53,2954,938149.5343,4202.519616
268127,RATHFARNHAM,Ráth Fearnáin,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dd2-13a3-e055-000000000001,715226.98,730106.82,1232852.96,2958,1232852.955,5291.868331
267033,BLANCHARDSTOWN-ROSELAWN,Baile Bhlainséir-Plásóg na Rós,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cde-13a3-e055-000000000001,707938.68,738394.87,469799.14,2960,469799.1432,2957.500084
267103,LUCAN-St. HELENS,Leamhcán-Teach San Eiléan,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dde-13a3-e055-000000000001,701706.66,733813.96,9938178.92,2965,9938178.918,15783.87992
267109,PALMERSTON WEST,Baile Phámar Thiar,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1de4-13a3-e055-000000000001,707597.24,734988.51,3914639.06,2977,3914639.061,10698.73785
268085,KILMAINHAM C,Cill Mhaighneann C,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d8d-13a3-e055-000000000001,712095.17,733310.36,590037.07,2994,590037.0675,3618.068395
267097,KILLINEY SOUTH,Cill Iníon Léinín Theas,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1db1-13a3-e055-000000000001,725161.89,723550.87,1571308.44,3018,1571308.44,5479.312045
267024,BLACKROCK-STRADBROOK,An Charraig Dhubh-Sráid an tSrutháin,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cc2-13a3-e055-000000000001,722474.58,727668.46,553379.83,3021,553379.8342,3905.002577
267101,LUCAN HEIGHTS,Arda Leamhcáin,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dc8-13a3-e055-000000000001,704718.8,735159.22,3616724.92,3047,3616724.923,10633.57095
267008,BALLINTEER-BROADFORD,Baile an tSaoir-An tÁth Leathan,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e25-13a3-e055-000000000001,715997.7,726759.48,579946.25,3050,579946.2469,3248.396836
267157,TERENURE-St. JAMES,Tír an Iúir-San Séamas,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1ce7-13a3-e055-000000000001,710949.5,730401.2,648046.48,3056,648046.4777,3640.792863
267152,TEMPLEOGUE-ORWELL,Teach Mealóg-Orwell,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cd4-13a3-e055-000000000001,712177.79,729345.2,470682.44,3074,470682.4418,3207.564072
268122,PRIORSWOOD B,Coill an Phrióra B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dcd-13a3-e055-000000000001,719715.38,740756.69,460757.48,3076,460757.4823,3199.389705
267092,GLENCULLEN,Gleann Cuilinn,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d7e-13a3-e055-000000000001,718758.97,722345.65,33870878.56,3079,33870878.56,30517.50993
268139,ROTUNDA B,Rotunda B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1deb-13a3-e055-000000000001,715441.49,734994.96,208384.77,3081,208384.7694,2066.046541
267116,RATHFARNHAM-St. ENDA'S,Ráth Fearnáin-Páirc Naomh Éanna,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e03-13a3-e055-000000000001,714157.49,727967.41,1082161.69,3087,1082161.695,5532.474314
267128,STILLORGAN-MOUNT MERRION,Stigh Lorgan-Cnoc Mhuirfean,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1ca4-13a3-e055-000000000001,719679.57,728788.04,877570.73,3088,877570.7303,4681.55251
268154,WALKINSTOWN A,Baile Bhailcín A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e06-13a3-e055-000000000001,710804.52,731552.89,984781.52,3091,984781.5239,4449.788124
267099,KINSALEY,Cionn Sáile,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dc6-13a3-e055-000000000001,720261.63,744194.28,11256056.35,3100,11256056.35,17239.08859
268009,BALLYBOUGH A,An Baile Bocht A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d05-13a3-e055-000000000001,716826.73,735688.01,349152.78,3108,349152.7752,2888.543875
268107,NORTH DOCK A,An Duga Thuaidh A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1db3-13a3-e055-000000000001,717167.06,735645.01,143027.03,3118,143027.0266,1744.25658
267039,CABINTEELY-POTTERY,Cábán tSíle-An Photaireacht,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1ce4-13a3-e055-000000000001,723162.78,726144.47,1605482.8,3128,1605482.797,5910.842882
268097,MANSION HOUSE B,Teach an Ardmhéara B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1da0-13a3-e055-000000000001,716246.17,733380.93,647077.98,3139,647077.9797,3413.749796
268060,DRUMCONDRA SOUTH C,Droim Conrach Theas C,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d67-13a3-e055-000000000001,715905.67,737305.62,748829.25,3149,748829.249,3590.668119
267061,DALKEY UPPER,Deilginis Uachtarach,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d1e-13a3-e055-000000000001,725740.11,726514.93,584138.72,3153,584138.7166,3090.617713
268129,RATHMINES EAST B,Ráth Maonais Thoir B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dd4-13a3-e055-000000000001,717097.98,731012.12,1257427.73,3157,1257427.729,5359.590464
267066,DUBBER,Dúbóthar,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d39-13a3-e055-000000000001,712754.96,743135.75,18051360.48,3162,18051360.48,25805.52867
267047,CLONDALKIN-BALLYMOUNT,Cluain Dolcáin-Baile an Mhóta,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cfc-13a3-e055-000000000001,709021.31,730624.28,3145735.79,3178,3145735.791,9798.092951
268081,INNS QUAY B,Cé na nÓstaí B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d89-13a3-e055-000000000001,715267.76,735462.28,282863.9,3180,282863.9046,2372.519413
267148,TALLAGHT-TYMON,Tamhlacht-Tigh Motháin,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cd0-13a3-e055-000000000001,710307.21,728612.73,1999447.71,3183,1999447.706,5843.754365
267021,BLACKROCK-CENTRAL,An Charraig Dhubh-An Lár,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cbf-13a3-e055-000000000001,720819.3,728965.14,1026367.79,3193,1026367.791,5843.167086
268074,GRANGE D,An Ghráinseach D,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d82-13a3-e055-000000000001,721946.91,738915.7,662344.66,3195,662344.6638,3593.861409
268158,WHITEHALL B,An Halla Bán B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1e0a-13a3-e055-000000000001,716162.92,738868.32,752187.45,3198,752187.4532,4129.408109
268006,ASHTOWN A,Baile an Ásaigh A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cf0-13a3-e055-000000000001,711906.58,737121.2,1996106.8,3209,1996106.797,6116.272838
268136,RATHMINES WEST E,Ráth Maonais Thiar E,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1de8-13a3-e055-000000000001,714812.17,730703.19,453385.35,3246,453385.3474,3034.487083
268101,MERCHANTS QUAY D,Cé na gCeannaithe D,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1da4-13a3-e055-000000000001,714640,733032.61,220723.02,3261,220723.0202,2244.087811
268036,CABRA WEST D,An Chabrach Thiar D,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d2e-13a3-e055-000000000001,713016.87,735557.6,600643.96,3272,600643.9555,3426.382911
268056,CRUMLIN F,Cromghlinn F,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d63-13a3-e055-000000000001,711660.68,732063.65,399733.16,3274,399733.1568,2764.803642
268079,INCHICORE B,Inse Chór B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d87-13a3-e055-000000000001,710636.89,732393.5,813078.51,3280,813078.5116,4577.263533
268134,RATHMINES WEST C,Ráth Maonais Thiar C,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1de6-13a3-e055-000000000001,715797.52,731196.93,421095.21,3284,421095.2149,2962.163066
268015,BALLYMUN A,Baile Munna A,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d0b-13a3-e055-000000000001,714149.61,740350.56,945989.47,3314,945989.4679,4764.714091
267146,TALLAGHT-OLDBAWN,Tamhlacht-An Seanbhábhún,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1cce-13a3-e055-000000000001,708616.87,726908.81,1486033.27,3320,1486033.266,5145.609911
267084,FIRHOUSE VILLAGE,Teach na Giúise,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d60-13a3-e055-000000000001,710656.07,726580.2,2424197.8,3322,2424197.797,7657.891232
268031,CABRA EAST B,An Chabrach Thoir B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d29-13a3-e055-000000000001,714086.07,736333.9,465958.59,3349,465958.5929,2892.166088
268044,CLONTARF EAST D,Cluain Tarbh Thoir D,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d46-13a3-e055-000000000001,719163.3,736541.83,626709.69,3350,626709.6908,3500.22089
268091,KIMMAGE B,Camaigh B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d9a-13a3-e055-000000000001,713176.82,731548.01,429325.31,3382,429325.3124,2758.780969
267112,RATHCOOLE,Ráth Cúil,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1dff-13a3-e055-000000000001,700399.85,724572.09,15468010.66,3396,15468010.66,25017.41597
267123,SKERRIES,Na Sceirí,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1c9f-13a3-e055-000000000001,724657.6,760229.42,2326623.13,3399,2326623.133,9542.382413
267040,CASTLEKNOCK-KNOCKMAROON,Caisleán Cnucha-Cnoc Mhaolruain,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1ce5-13a3-e055-000000000001,707845.78,736518.63,7009241.78,3404,7009241.784,13669.3865
268072,GRANGE B,An Ghráinseach B,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-1d80-13a3-e055-000000000001,722593.67,740698.96,1159137.26,3449,1159137.257,4689.836134
